id,lat,lng,xpos,ypos,dbh,height,species,condition
54,51.546313034023065,0.1272898389953174,89,11,0.56,0.346,Salix cinerea,excellent
55,51.54650847967974,0.12686827221493496,60,34,1.197,0.315,Salix caprea,excellent
56,51.54648473476613,0.12733290548580645,93,30,0.835,0.447,Carpinus betulus,good
57,51.54642644968621,0.12645510208393035,31,26,1.083,0.453,Malus sylvestris,excellent
58,51.546526656931626,0.12695896469416085,67,36,0.715,0.323,Cornus sanguinea,excellent
59,51.54625449440138,0.12680109985495017,55,6,1.073,0.469,Viburnum opulus,excellent
60,51.54673490434625,0.1269955244583011,70,59,0.665,0.451,Acer campestre,excellent
61,51.546499445348495,0.12628210100521586,20,35,1.292,0.436,Sorbus aria,excellent
62,51.54672619445165,0.12777866909873556,125,56,1.301,0.499,Acer campestre,excellent
63,51.546524749682185,0.12616001912668343,11,38,0.676,0.475,Corylus avellana,excellent
64,51.54685038117745,0.127097214044158,78,71,0.513,0.381,Prunus avium,excellent
65,51.54674217932541,0.12791985179774762,134,57,0.914,0.48,Tilia cordata,excellent
66,51.54669776475633,0.12685354745029873,60,55,0.779,0.445,Euonymus europaeus,excellent
67,51.546786990831635,0.12658637865532774,42,66,0.726,0.475,Viburnum opulus,excellent
68,51.54654505052582,0.12759096701621658,111,36,0.833,0.445,Salix cinerea,excellent
69,51.54678921819414,0.12681327782514124,58,65,1.486,0.484,Corylus avellana,excellent
70,51.54654470493506,0.12637288295945387,26,39,1.437,0.473,Betula pendula,good
71,51.54665789231571,0.12625523135940245,19,52,1.133,0.393,Betula pendula,excellent
72,51.54685631230954,0.12662712049822442,45,73,1.41,0.315,Carpinus betulus,excellent
73,51.54644814565031,0.12706257450054975,74,27,0.576,0.396,Sambucus nigra,excellent
74,51.54656913260972,0.12717010728922631,82,40,0.617,0.344,Rosa canina,excellent
75,51.54637550014788,0.12633414767093318,23,21,1.5,0.487,Malus sylvestris,excellent
76,51.54644256830021,0.1269931142114584,69,26,0.871,0.336,Sorbus torminalis,excellent
77,51.546461310029606,0.12690983806748737,63,29,1.332,0.479,Rosa canina,excellent
78,51.54649206902161,0.12626545197310424,19,34,1.061,0.382,Corylus avellana,excellent
79,51.54660983855986,0.12747128823394202,103,44,0.685,0.428,Cornus sanguinea,excellent
80,51.546579183865106,0.1265304136005413,37,43,1.222,0.305,Sambucus nigra,excellent
81,51.54667858816189,0.1267213430789738,51,53,0.668,0.363,Salix cinerea,excellent
82,51.546639173408344,0.12611869107172574,9,51,0.772,0.307,Salix caprea,excellent
83,51.54681377111773,0.12677332742243438,55,68,1.359,0.326,Rosa canina,excellent
84,51.54632410967651,0.12679074355717188,54,14,1.224,0.461,Prunus avium,excellent
85,51.54679986075573,0.126963402720323,68,66,1.1,0.405,Euonymus europaeus,excellent
86,51.54659542236073,0.1264009236670679,28,45,0.785,0.446,Quercus petraea,excellent
87,51.546253643448225,0.1265076913942647,34,7,1.251,0.353,Betula pubescens,excellent
88,51.54659614940677,0.12767813299579908,117,42,1.185,0.376,Carpinus betulus,excellent
89,51.546321008226144,0.12637340985297174,25,14,0.903,0.304,Carpinus betulus,excellent
90,51.546411520341245,0.12696471050306898,67,23,0.639,0.309,Betula pubescens,excellent
91,51.546729924902415,0.12783629432630036,129,56,1.034,0.399,Prunus avium,excellent
92,51.546707378654666,0.1267051180725017,50,57,1.165,0.485,Acer campestre,excellent
93,51.54682753727992,0.12705618061183815,75,69,0.602,0.461,Corylus avellana,excellent
94,51.54643291535525,0.12649695585133577,34,27,0.686,0.426,Acer campestre,excellent
95,51.546777939390864,0.1267409134218589,53,64,1.326,0.421,Sambucus nigra,good
96,51.54677690046999,0.12695316046339858,68,64,0.999,0.308,Quercus petraea,excellent
97,51.54687111220248,0.12710179515097159,78,74,0.615,0.38,Acer campestre,excellent
98,51.54641706355771,0.1262314370177135,16,26,0.871,0.307,Prunus avium,excellent
99,51.54660188083587,0.1274932707671633,104,43,0.701,0.482,Corylus avellana,excellent
100,51.54679610581944,0.1265630320797006,41,67,1.448,0.369,Quercus petraea,excellent
101,51.54643481093691,0.1267412700661244,51,26,0.997,0.43,Sorbus torminalis,excellent
102,51.54674924525509,0.12703955188281343,73,60,1.36,0.339,Acer campestre,excellent
103,51.54654274100081,0.12617162380069366,12,40,1.316,0.333,Salix cinerea,good
104,51.54661140372491,0.1272435685181794,87,44,1.031,0.391,Salix caprea,excellent
105,51.54636841526652,0.12705658571891654,73,18,1.195,0.308,Salix caprea,excellent
106,51.54648861940159,0.12624253540625013,17,33,0.919,0.36,Betula pubescens,excellent
107,51.54682636044045,0.12670709726261717,51,70,0.783,0.338,Prunus spinosa,excellent
108,51.54684445622026,0.12697450503514437,69,71,0.839,0.497,Quercus petraea,excellent
109,51.54684961392783,0.12688657153307364,63,72,0.916,0.393,Rosa canina,excellent
110,51.54642544179973,0.12625254672371522,17,26,0.911,0.379,Malus sylvestris,excellent
111,51.546484738831936,0.1273931151922758,97,30,0.569,0.433,Salix cinerea,excellent
112,51.546440839519555,0.1264790345723436,33,28,1.495,0.365,Viburnum opulus,excellent
113,51.546426723001666,0.1271121773407894,77,24,1.481,0.483,Cornus sanguinea,good
114,51.54680760559457,0.12667874171141658,49,68,1.236,0.451,Corylus avellana,excellent
115,51.54649726305739,0.12640953696625354,29,34,0.58,0.474,Sorbus torminalis,excellent
116,51.546696761052495,0.12787093703047595,131,52,0.548,0.394,Betula pendula,good
117,51.54664567822058,0.12770487365036667,119,47,1.348,0.306,Sorbus torminalis,excellent
118,51.54670716473488,0.12665751316063387,47,57,1.367,0.382,Betula pendula,good
119,51.54675558231052,0.1265702911940309,41,62,1.486,0.472,Malus sylvestris,excellent
120,51.54647744017282,0.1265955629154804,41,31,0.829,0.303,Acer campestre,good
121,51.54690203429177,0.12728015981969315,91,77,0.861,0.35,Viburnum opulus,excellent
122,51.546808494195375,0.12672321779655646,52,68,1.083,0.375,Viburnum opulus,excellent
123,51.54677762020414,0.1269162789866246,65,64,1.056,0.494,Euonymus europaeus,excellent
124,51.546740545632716,0.12660737606784914,43,60,0.913,0.347,Cornus sanguinea,excellent
125,51.546580660615675,0.12720294859823725,84,41,0.603,0.309,Cornus sanguinea,excellent
126,51.54652434595403,0.12630207701641494,21,37,1.103,0.426,Viburnum opulus,good
127,51.546513427444,0.1269116900753427,64,34,1.288,0.474,Sambucus nigra,excellent
128,51.54673887304892,0.1265196568167957,37,61,0.641,0.487,Sambucus nigra,excellent
129,51.54667708708009,0.12757769316565035,110,51,0.756,0.438,Sorbus aria,excellent
130,51.546558821450105,0.12718463312901407,83,39,1.277,0.451,Carpinus betulus,excellent
131,51.54662982759204,0.12607644529499173,6,50,0.98,0.423,Euonymus europaeus,good
132,51.54667931798818,0.12623092135987105,17,55,0.563,0.387,Tilia cordata,excellent
133,51.54679108917265,0.12655840244297392,40,66,0.737,0.378,Prunus spinosa,excellent
134,51.54652928027962,0.12656987335429626,40,37,1.325,0.406,Tilia cordata,good
135,51.546804406425295,0.1269164930243657,65,67,1.221,0.422,Acer campestre,excellent
136,51.54646404849689,0.12653312224513968,37,30,0.505,0.477,Rosa canina,excellent
137,51.54649747986829,0.1262079045214984,15,35,1.35,0.306,Quercus robur,excellent
138,51.54689861298309,0.1268107247172514,58,78,1.289,0.326,Corylus avellana,excellent
139,51.546227388015836,0.12661616996622763,42,3,1.031,0.462,Salix caprea,excellent
140,51.54659938091264,0.12745015382162359,101,42,1.271,0.398,Viburnum opulus,excellent
141,51.54653066345687,0.1272892716995565,90,35,1.262,0.356,Sambucus nigra,excellent
142,51.54682203626448,0.12653351936358456,39,70,1.048,0.492,Carpinus betulus,excellent
143,51.54674446749058,0.1274700658014434,103,59,1.48,0.313,Prunus spinosa,excellent
144,51.54667189441521,0.12763890599860847,115,50,0.554,0.324,Sorbus torminalis,excellent
145,51.54636387571907,0.1265941147191159,41,19,0.8,0.41,Sorbus torminalis,excellent
146,51.54691204629503,0.12702268586585266,73,78,0.954,0.473,Malus sylvestris,excellent
147,51.546704273448064,0.1269190475290781,65,56,0.574,0.442,Sorbus torminalis,excellent
148,51.546577655667235,0.12763247154642832,114,40,0.905,0.32,Acer campestre,excellent
149,51.54680071358001,0.12648844733352238,35,67,1.277,0.371,Prunus spinosa,excellent
150,51.54674609784395,0.12776721305634586,124,58,0.959,0.421,Sorbus torminalis,excellent
151,51.54664501641656,0.12737467810511266,96,48,0.543,0.302,Euonymus europaeus,excellent
152,51.546311690186414,0.12675053499502223,51,12,1.226,0.461,Salix caprea,good
153,51.546842864431326,0.1270888256437936,77,71,0.725,0.362,Corylus avellana,excellent
154,51.54665937633921,0.12777351403366072,124,48,1.436,0.465,Salix cinerea,excellent
155,51.546355154266315,0.1266348047717014,44,18,1.458,0.32,Quercus robur,excellent
156,51.546567693099824,0.12749461645214838,104,39,0.512,0.464,Malus sylvestris,good
157,51.54674016141119,0.12791630314467956,134,57,0.663,0.37,Corylus avellana,excellent
158,51.5467035156333,0.1273528023737421,95,54,1.101,0.409,Acer campestre,excellent
159,51.54679740256554,0.1270551863230234,75,66,0.572,0.405,Betula pubescens,excellent
160,51.54644377715777,0.1270569965801763,73,26,1.142,0.395,Corylus avellana,good
161,51.5463381755095,0.12653960254149516,37,16,1.307,0.353,Betula pendula,excellent
162,51.54685719511194,0.12698350221920973,70,72,0.831,0.494,Cornus sanguinea,excellent
163,51.54652640284036,0.12638368344803697,27,37,0.739,0.394,Euonymus europaeus,excellent
164,51.54633172050475,0.1266864089312558,47,15,0.849,0.407,Salix cinerea,excellent
165,51.54664189558424,0.127280506369287,90,48,1.349,0.47,Corylus avellana,excellent
166,51.54686443950653,0.12705365662420007,75,73,1.31,0.438,Salix caprea,excellent
167,51.54660751215141,0.1264153714282398,30,46,0.523,0.473,Malus sylvestris,good
168,51.546288473988085,0.12647009388851985,32,11,0.838,0.5,Euonymus europaeus,excellent
169,51.546673810528375,0.12760410298197014,112,50,1.351,0.342,Corylus avellana,excellent
170,51.54634683606574,0.12635388197447542,24,17,0.825,0.307,Sambucus nigra,excellent
171,51.546397547435625,0.12632709622722432,22,23,0.665,0.485,Viburnum opulus,excellent
172,51.546392456741955,0.12641266926588607,28,22,0.977,0.332,Sorbus torminalis,excellent
173,51.546522609526754,0.12765102874982176,115,33,0.657,0.361,Cornus sanguinea,excellent
174,51.54668738061321,0.12793109603529826,135,51,1.231,0.391,Corylus avellana,excellent
175,51.54676838260163,0.12770824712075504,120,61,1.103,0.373,Sambucus nigra,excellent
176,51.54667007529962,0.12683391232238553,59,52,0.547,0.329,Salix cinerea,good
177,51.546540654253974,0.12641849658581722,29,39,0.799,0.432,Rosa canina,excellent
178,51.546798647380236,0.12647958210733426,35,67,0.849,0.309,Quercus petraea,excellent
179,51.54642091411385,0.1262214220444872,15,26,1.164,0.442,Malus sylvestris,excellent
180,51.546583587555965,0.1261191629286312,9,44,0.804,0.425,Prunus spinosa,good
181,51.546913190568134,0.12694019496477946,67,79,0.548,0.353,Sambucus nigra,excellent
182,51.54675031044033,0.12782817091914708,128,58,1.014,0.38,Prunus avium,good
183,51.54650992943882,0.12702172872119263,71,34,0.69,0.489,Salix cinerea,excellent
184,51.54633355851879,0.12673088490397869,50,15,0.965,0.34,Sorbus torminalis,excellent
185,51.54621143300204,0.1267971465007237,54,1,0.616,0.462,Rosa canina,excellent
186,51.54664838374085,0.127716966567273,120,47,1.433,0.328,Carpinus betulus,excellent
187,51.54634012899408,0.12665327896250558,45,16,1.161,0.367,Acer campestre,excellent
188,51.546457556219025,0.1269135923045,63,28,1.25,0.417,Viburnum opulus,excellent
189,51.546528399365414,0.12735325256692406,94,35,1.402,0.496,Carpinus betulus,excellent
190,51.546700614235164,0.1274902495443648,104,54,0.797,0.35,Rosa canina,excellent
191,51.546413288401034,0.1270162543930606,70,23,1.014,0.408,Corylus avellana,excellent
192,51.54668362987424,0.12776015153917525,123,51,1.466,0.33,Salix caprea,excellent
193,51.54654337768677,0.12660297021403222,42,39,0.648,0.371,Corylus avellana,excellent
194,51.54623270625934,0.1268023886723508,55,3,0.89,0.379,Rosa canina,excellent
195,51.54647170671612,0.1265065735085641,35,31,1.172,0.388,Cornus sanguinea,excellent
196,51.546687828918245,0.12734718984252597,94,53,1.187,0.48,Betula pubescens,excellent
197,51.54674481379209,0.12777582440725074,124,58,0.553,0.423,Prunus avium,excellent
198,51.54653478974778,0.1265526627085367,39,38,0.674,0.351,Sorbus torminalis,excellent
199,51.54687652511301,0.1267327327345765,53,75,0.928,0.426,Cornus sanguinea,good
200,51.54654485553373,0.127596324636321,111,36,1.44,0.306,Prunus spinosa,excellent
201,51.546322223678175,0.12657754507043564,40,14,0.585,0.416,Salix caprea,excellent
202,51.546550177673694,0.12760578592552355,112,37,0.548,0.448,Prunus avium,excellent
203,51.54659863991692,0.1261916823560796,14,46,0.628,0.412,Malus sylvestris,excellent
204,51.54647542602598,0.12641477065540155,29,32,0.831,0.459,Cornus sanguinea,excellent
205,51.54689227048246,0.12714164834603403,81,76,0.888,0.409,Euonymus europaeus,good
206,51.54627642836966,0.12680245483024394,55,8,1.278,0.342,Salix caprea,excellent
207,51.546763209810365,0.1269148878966953,65,62,1.244,0.423,Viburnum opulus,good
208,51.5466398443475,0.12628128373448747,20,50,0.57,0.422,Corylus avellana,excellent
209,51.54657569143411,0.12748774133280266,104,40,0.963,0.403,Quercus petraea,excellent
210,51.54639642129854,0.12707059591936765,74,21,1.433,0.484,Rosa canina,excellent
211,51.546455549420145,0.12639672486558523,28,29,1.376,0.436,Viburnum opulus,excellent
212,51.546375333007056,0.1270892708214919,75,19,0.52,0.48,Acer campestre,excellent
213,51.5467350086924,0.1276027117464523,112,57,0.599,0.322,Malus sylvestris,good
214,51.546787414200104,0.12691973948873939,65,65,0.925,0.415,Betula pubescens,excellent
215,51.546481190985276,0.12705225292227126,73,30,1.338,0.427,Malus sylvestris,excellent
216,51.546280170133954,0.12656843200093276,39,9,1.117,0.318,Cornus sanguinea,excellent
217,51.54671685851514,0.12787433334444034,131,54,1.445,0.349,Malus sylvestris,excellent
218,51.546482524011324,0.12618615176452944,13,33,1.311,0.418,Corylus avellana,good
219,51.54684876417897,0.12665253653492567,47,72,0.927,0.316,Rosa canina,excellent
220,51.54655862311967,0.12759671900433295,111,38,0.734,0.475,Viburnum opulus,excellent
221,51.546736317807074,0.12781270802592928,127,57,1.432,0.426,Betula pubescens,excellent
222,51.54674045887593,0.1266735879951316,48,60,1.211,0.462,Viburnum opulus,excellent
223,51.54627832647642,0.1265125255021025,35,9,1.305,0.325,Quercus robur,excellent
224,51.54631940175042,0.12654842023039461,37,14,1.058,0.398,Prunus spinosa,excellent
225,51.546651393933374,0.12758637248613197,111,48,0.84,0.333,Rosa canina,good
226,51.54658121780731,0.1271219213305751,78,41,0.974,0.371,Viburnum opulus,good
227,51.54661276504588,0.126779158298773,55,46,0.737,0.306,Sambucus nigra,good
228,51.546732085079114,0.1279426452985273,136,56,0.817,0.407,Salix caprea,excellent
229,51.54649069700016,0.12686599602312734,60,32,1.326,0.301,Acer campestre,good
230,51.54680943415658,0.12702223451549882,72,67,1.456,0.376,Cornus sanguinea,excellent
231,51.54641841073992,0.12739072280914324,96,23,0.546,0.474,Salix caprea,excellent
232,51.546893065278795,0.12694239378672387,67,77,0.694,0.393,Betula pendula,excellent
233,51.546787585913236,0.12662630454559667,45,66,1.104,0.345,Prunus spinosa,excellent
234,51.546323719647695,0.12711194704692572,77,13,0.927,0.322,Prunus spinosa,good
235,51.54688748060545,0.12715148483663988,82,75,0.684,0.464,Viburnum opulus,good
236,51.546417004563544,0.12663890483418352,44,24,1.203,0.344,Sambucus nigra,excellent
237,51.54671280483751,0.12762737962459728,114,55,1.027,0.358,Sambucus nigra,excellent
238,51.546662961393764,0.1276729062270636,117,49,1.436,0.388,Viburnum opulus,excellent
239,51.54653130679753,0.12742523666966607,99,35,0.983,0.456,Sorbus aria,excellent
240,51.546606275359345,0.1275256511136958,106,43,1.091,0.324,Sorbus torminalis,good
241,51.54654741836884,0.1276298895488437,113,36,0.615,0.422,Acer campestre,excellent
242,51.546579953669635,0.12645546776396022,32,43,1.202,0.419,Prunus avium,good
243,51.54635812258263,0.12644546461805145,31,18,0.688,0.441,Prunus spinosa,excellent
244,51.546777248675184,0.12698989105923775,70,64,0.939,0.403,Cornus sanguinea,excellent
245,51.54675105147525,0.12651488337757227,37,62,0.854,0.407,Tilia cordata,excellent
246,51.5465792757311,0.1275976145411295,111,40,1.308,0.327,Corylus avellana,excellent
247,51.54666538282544,0.12602238798332582,3,54,1.04,0.449,Prunus spinosa,excellent
248,51.54660966327883,0.12753711611288532,107,43,0.82,0.387,Cornus sanguinea,excellent
249,51.54669868384394,0.1277186492887999,120,53,1.429,0.374,Betula pendula,excellent
250,51.54638171869478,0.1262574318220856,18,22,1.132,0.319,Acer campestre,excellent
251,51.5467125987353,0.12665598196598615,47,57,0.797,0.441,Sambucus nigra,excellent
252,51.54659879380537,0.1274591599044366,102,42,0.599,0.436,Cornus sanguinea,good
253,51.546293502165625,0.12664512668496614,44,11,0.821,0.406,Viburnum opulus,excellent
254,51.54629436709787,0.12639692729094418,27,11,1.076,0.417,Cornus sanguinea,excellent
255,51.54669109906876,0.12680355983173372,57,54,1.207,0.348,Salix cinerea,excellent
256,51.5467543612439,0.12753821869632828,108,59,0.89,0.474,Salix caprea,excellent
257,51.54654202935424,0.12748178912152155,103,36,0.805,0.3,Viburnum opulus,good
258,51.546508102576915,0.12682279165571317,57,34,0.911,0.301,Acer campestre,excellent
259,51.546540332748705,0.1261439263769413,10,39,1.264,0.465,Sorbus aria,excellent
260,51.54652525439966,0.12740622370630744,98,34,1.482,0.319,Prunus avium,excellent
261,51.546529454099264,0.12694726798096204,66,36,1.091,0.457,Salix cinerea,excellent
262,51.54642020193869,0.12626044497788833,18,26,1.185,0.408,Salix cinerea,excellent
263,51.546394030731015,0.12637102863178382,25,23,0.669,0.354,Salix caprea,good
264,51.54663560401287,0.12757425970159467,110,46,0.521,0.341,Sorbus torminalis,excellent
265,51.54663063848804,0.12744315492415245,101,46,0.953,0.377,Euonymus europaeus,excellent
266,51.54654828263912,0.12653987111521164,38,39,1.187,0.301,Prunus spinosa,good
267,51.546901381904796,0.12669577798141685,50,78,1.336,0.459,Rosa canina,excellent
268,51.546415753593514,0.12691846606196364,64,24,0.673,0.39,Sambucus nigra,excellent
269,51.54641375256952,0.12637511351034386,26,25,1.317,0.331,Quercus robur,excellent
270,51.546598113680744,0.12643044639390583,31,45,1.148,0.366,Acer campestre,excellent
271,51.546785093145246,0.1270163693855973,72,64,1.286,0.483,Euonymus europaeus,excellent
272,51.54634625996572,0.127084676398311,75,15,1.196,0.301,Sorbus torminalis,excellent
273,51.546326801878514,0.1272210792182558,84,13,1.274,0.382,Prunus avium,excellent
274,51.54676855370062,0.12660110054311052,43,64,1.448,0.478,Prunus spinosa,excellent
275,51.54628938078179,0.12675866983714978,52,10,1.094,0.474,Sorbus aria,excellent
276,51.546873780117885,0.1271102534671052,79,74,0.54,0.347,Sorbus torminalis,excellent
277,51.54675166133027,0.127726366362906,121,59,0.805,0.338,Sorbus torminalis,excellent
278,51.54664113964342,0.1274462410217632,101,47,1.167,0.351,Malus sylvestris,excellent
279,51.54683260871759,0.1266153298538347,44,71,1.177,0.395,Prunus avium,excellent
280,51.5466997086189,0.12733928590031884,94,54,1.356,0.324,Carpinus betulus,excellent
281,51.546325289080194,0.12724317757202275,86,13,1.138,0.406,Sambucus nigra,excellent
282,51.54637512116232,0.1265168938812089,36,20,0.583,0.45,Acer campestre,excellent
283,51.546313690834076,0.1272714928910743,88,11,0.782,0.465,Corylus avellana,good
284,51.5467320664224,0.12778356187151826,125,56,0.925,0.437,Sorbus torminalis,good
285,51.54639972020527,0.12625306227488206,17,24,1.164,0.349,Quercus robur,excellent
286,51.54622584322865,0.12679557888463183,54,3,0.728,0.447,Betula pubescens,excellent
287,51.54666007755598,0.1260479279542002,4,53,0.937,0.397,Sorbus aria,excellent
288,51.54679399072412,0.12689642677959626,64,66,0.66,0.339,Prunus avium,excellent
289,51.546439549800205,0.12619366958042452,13,28,0.632,0.407,Malus sylvestris,excellent
290,51.546409976047784,0.12705540705816804,73,23,0.858,0.416,Prunus spinosa,excellent
291,51.546327834529485,0.1268016714144931,55,14,1.089,0.349,Viburnum opulus,excellent
292,51.54636556554667,0.12644564258127025,31,19,0.643,0.386,Viburnum opulus,excellent
293,51.546720632836625,0.12683429965828572,59,58,1.19,0.479,Euonymus europaeus,excellent
294,51.54662318406951,0.12739112195152621,97,45,0.784,0.402,Prunus avium,excellent
295,51.546601930875575,0.12614195913081092,11,46,0.695,0.399,Viburnum opulus,excellent
296,51.5466782743094,0.12688405560379593,62,53,1.187,0.311,Quercus petraea,excellent
297,51.546764214853006,0.12698125665607318,69,62,0.722,0.472,Carpinus betulus,excellent
298,51.54652220193582,0.1263670779374038,26,37,0.955,0.419,Rosa canina,good
299,51.54638530699919,0.12661994475562197,43,21,1.197,0.349,Viburnum opulus,excellent
300,51.546928050946256,0.12687843358818057,63,81,0.705,0.339,Sorbus torminalis,excellent
301,51.54678113384183,0.1267579576329004,54,65,0.852,0.487,Sambucus nigra,excellent
302,51.546574319070444,0.12744195937668407,101,40,1.132,0.324,Corylus avellana,excellent
303,51.546901305637626,0.1271799047968934,84,77,0.686,0.462,Betula pendula,excellent
304,51.54684734798721,0.12697629701415772,69,71,1.279,0.439,Acer campestre,excellent
305,51.546556404838995,0.12627875703248131,20,41,1.246,0.325,Cornus sanguinea,excellent
306,51.546629741757855,0.1262393044964282,17,49,0.727,0.345,Sorbus torminalis,excellent
307,51.546851822736144,0.12696792185349673,69,72,1.294,0.368,Corylus avellana,good
308,51.54670251964466,0.1276474951560294,115,53,1.437,0.359,Acer campestre,excellent
309,51.546701407581814,0.12764419731321638,115,53,0.869,0.483,Euonymus europaeus,excellent
310,51.54645225150521,0.126374234109176,26,29,1.259,0.377,Sambucus nigra,excellent
311,51.54675099166839,0.12776039588731478,123,59,0.923,0.344,Cornus sanguinea,excellent
312,51.546685714242436,0.127407392766281,99,52,0.521,0.372,Sorbus aria,excellent
313,51.54667224744563,0.126088155809367,7,54,1.083,0.365,Sorbus torminalis,excellent
314,51.546351743161715,0.12709039782547044,75,16,1.158,0.374,Viburnum opulus,excellent
315,51.54628035684968,0.1266555770188361,45,9,0.761,0.392,Prunus avium,excellent
316,51.54688276139273,0.12720612561929734,86,75,0.647,0.476,Rosa canina,excellent
317,51.54671649692202,0.12745071626270857,102,56,1.229,0.479,Salix cinerea,excellent
318,51.54680296077408,0.12659705035738517,43,67,0.743,0.388,Cornus sanguinea,excellent
319,51.546417167976145,0.1262847325246912,20,25,1.497,0.461,Corylus avellana,good
320,51.546422697934645,0.12739115533360548,96,23,0.687,0.498,Malus sylvestris,excellent
321,51.54633677203599,0.1266480958281345,44,15,0.831,0.37,Corylus avellana,excellent
322,51.54637001648395,0.12702096928010723,70,18,1.454,0.475,Prunus avium,excellent
323,51.54644125012296,0.12646164644799623,32,28,1.419,0.309,Cornus sanguinea,excellent
